,NAME,Summary,DrugBank Accession Number,Background,Groups,Weight,Indication,CancerType
142,Methotrexate,"Methotrexate is an antineoplastic agent used the treatment of a wide variety of cancers as well as severe psoriasis, severe rheumatoid arthritis, and juvenile rheumatoid arthritis.",DB00563,"Methotrexate is a folate derivative that inhibits several enzymes responsible for nucleotide synthesis.1 This inhibition leads to suppression of inflammation as well as prevention of cell division.1 Because of these effects, methotrexate is often used to treat inflammation caused by arthritis or to control cell division in neoplastic diseases such as breast cancer and non-Hodgkin's lymphoma.1,4,5,6,7
Due to the toxic effects of methotrexate, it is indicated for treatment of some forms of arthritis and severe psoriasis only if first line treatment has failed or patients are intolerant of those treatments.7
Methotrexate was granted FDA approval on 7 December 1953.8
",Approved,454.4393,"Methotrexate oral solution is indicated for pediatric acute lymphoblastic leukemia and pediatric polyarticular juvenile idiopathic arthritis.4 Methotrexate injections for subcutaneous use are indicated for severe active rheumatoid arthritis, polyarticular juvenile idiopathic arthritis and severe, recalcitrant, disabling psoriasis.5,6,10
Other formulations are indicated to treat gestational choriocarcinoma, chorioadenoma destruens, hydatiform mole, breast cancer, epidermoid cancer of the head and neck, advanced mycosis fungoides, lung cancer, and advanced non-Hodgkin's lymphoma.7 It is also used in the maintenance of acute lymphocytic leukemia.7 Methotrexate is also given before treatment with leucovorin to prolong relapse-free survival following surgical removal of a tumour in non-metastatic osteosarcoma.7
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, BREAST, BONE"
143,MG-132,,,,,,,
144,Midostaurin,"Midostaurin is an antineoplastic agent used to treat high-risk acute myeloid leukemia (AML) with specific mutations, aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematologic neoplasm (SM-AHN), or mast cell leukemia (MCL).",DB06595,"Midostaurin (as Rydapt) is a multitarget kinase inhibitor for the treatment for adult patients with newly diagnosed acute myeloid leukemia (AML) who have a specific genetic mutation called FLT3. It was initially characterized as a potential broad-spectrum antineoplastic agent, with activity toward diverse solid and hematopoietic tumors 4. It was approved on April 28, 2017 and has shown to increase the overall survival rate in patients with AML as an adjunct therapy along with chemotherapeutic agents.
","Approved, Investigational",570.649,"Investigated for use/treatment in adult patients with high-risk acute myeloid leukemia (AML) who are FLT3 mutation-positive, agressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL). 
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BONE
145,Mitomycin-C,,,,,,,
146,MK-2206,,,,,,,
147,Motesanib,,DB05575,Not Available,Investigational,373.4509,"Investigated for use/treatment in solid tumors.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",
148,MPS-1-IN-1,,,,,,,
149,Navitoclax,,DB12340,"Navitoclax has been used in trials studying the treatment and basic science of Solid Tumors, Non-Hodgkin's Lymphoma, EGFR Activating Mutation, Chronic Lymphoid Leukemia, and Hematological Malignancies, among others.
Navitoclax is an orally bioavailable small molecule inhibitor of Bcl-2 family proteins. It is a substance being studied in the treatment of lymphomas and other types of cancer. It blocks some of the enzymes that keep cancer cells from dying.
",Investigational,974.613,Not Available,"BONE, HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"
150,NG-25,,,,,,,
151,Nilotinib,Nilotinib is a kinase inhibitor used for the chronic phase treatment of Chronic Myeloid Leukemia (CML) that is Philadelphia chromosome positive and for the treatment of CML that is resistant to therapy containing imatinib.,DB04868,"Nilotinib, also known as AMN107, is a tyrosine kinase inhibitor under investigation as a possible treatment for chronic myelogenous leukemia (CML). A Phase I clinical trial in 2006 showed that this drug was relatively safe and offered significant therapeutic benefits in cases of CML which were found to be resistant to treatment with imatinib (Gleevec), another tyrosine kinase inhibitor used as a first-line treatment for CML.
","Approved, Investigational",529.5158,"For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BONE
152,NPK76-II-72-1,,,,,,,
153,NSC-207895,,,,,,,
154,NSC-87877,,,,,,,
155,NU7441,,,,,,,
156,Nutlin-3a (-),,,,,,,
157,NVP-BHG712,,,,,,,
158,NVP-TAE684,,,,,,,
159,Obatoclax Mesylate,,DB12191,"Obatoclax has been used in trials studying the treatment of AML, Leukemia, Myelofibrosis, Hodgkin's Lymphoma, and Mantle-Cell Lymphoma, among others.
",Investigational,317.392,Not Available,BONE
160,Omipalisib,,DB12703,"Omipalisib has been used in trials studying the treatment of CANCER, Solid Tumours, and Idiopathic Pulmonary Fibrosis.
",Investigational,505.496,Not Available,LUNG
161,OSI-027,,DB12387,"OSI-027 has been used in trials studying the treatment of Any Solid Tumor or Lymphoma.
",Investigational,406.446,Not Available,
162,OSI-930,,DB05913,"OSI-930 is an orally active inhibitor of two clinically validated targets: c-Kit and the vascular endothelial growth factor receptor-2 (VEGFR-2). OSI-930 is designed to target both cancer cell proliferation and blood vessel growth (angiogenesis) in selected tumors. In preclinical studies, OSI-930 shows broad efficacy in tumor models representative of small cell lung cancer, glioblastoma, colorectal, renal, head and neck, non-small cell lung cancer and gastric cancers.
",Investigational,443.44,"Investigated for use/treatment in solid tumors.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, STOMACH, CENTRAL_NERVOUS_SYSTEM, KIDNEY"
163,OSU-03012,,,,,,,
164,PAC-1,,DB13048,"PAC-1 has been used in trials studying the treatment of Lymphoma, Melanoma, Solid Tumors, Breast Cancer, and Thoracic Cancers, among others.
",Investigational,392.503,Not Available,"SKIN, BREAST"
165,Paclitaxel,"Paclitaxel is a taxoid chemotherapeutic agent used as first-line and subsequent therapy for the treatment of advanced carcinoma of the ovary, and other various cancers including breast and lung cancer.",DB01229,"Paclitaxel is a chemotherapeutic agent marketed under the brand name Taxol among others. Used as a treatment for various cancers, paclitaxel is a mitotic inhibitor that was first isolated in 1971 from the bark of the Pacific yew tree which contains endophytic fungi that synthesize paclitaxel. It is available as an intravenous solution for injection and the newer formulation contains albumin-bound paclitaxel marketed under the brand name Abraxane.
","Approved, Vet approved",853.9061,"Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, OVARY, BREAST"
166,Palbociclib,Palbociclib is an endocrine-based chemotherapeutic agent used in combination with other antineoplastic agents to treat HER2-negative and HR-positive advanced or metastatic breast cancer.,DB09073,"Palbociclib is a piperazine pyridopyrimidine3 that acts in the cell cycle machinery. It is a second generation cyclin-dependent kinase inhibitor4 selected from a group of pyridopyrimidine compounds due to its favorable physical and pharmaceutical properties.5
Palbociclib was developed by Pfizer Inc after the discovery that identified the cyclin-dependent kinases as key regulators of cell growth.8 It was originally FDA approved on March 2015 for the treatment of HR-positive, HER2-negative advanced or metastatic breast cancer and its indications were updated in April 2019 to include male patients based on findings from postmarketing reports and electronic health records demonstrating safety and clinical efficacy.7
","Approved, Investigational",447.5328,"Palbociclib is indicated in combination with letrozole as initial endocrine-based therapy for the treatment of human epidermal growth factor receptor type 2 (HER2)-negative and hormone receptor(HR)-positive tumors in adult patients with advanced/metastatic breast cancer. It is as well approved in combination with fulvestrant in patients with disease progression with prior endocrine therapy.1
In the official labeling, the use of palbociclib should be accompanied with either an aromatase inhibition, no restricted to letrozole, as initial endocrine-based therapy in postmenopausal women or in man.Label
The breast cancer starts as a group of cancer cells that grow into and destroy the nearby breast tissue. This growth can spread into other parts of the body which is called metastasis. According to the location of the cancer cells, it can be categorized in ductal carcinoma and lobular carcinoma. However, other types of breast cancer include inflammatory breast cancer, Paget disease of the breast, triple negative breast cancer non-Hodgkin lymphoma and soft tissue sarcoma.9 In males, breast cancer is usually treated as the cases of postmenopausal women and almost all the cases are ductal carcinoma.10
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","BREAST, SOFT_TISSUE"
167,Parthenolide,,DB13063,"Parthenolide has been used in trials studying the diagnostic of Allergic Contact Dermatitis.
","Approved, Investigational",248.3175,Not Available,
168,Pazopanib,Pazopanib is an antineoplastic agent used in the treatment of advanced renal cell cancer and advanced soft tissue sarcoma in patients with prior chemotherapy.,DB06589,"Pazopanib is a small molecule inhibitor of multiple protein tyrosine kinases with potential antineoplastic activity. It is developed by GlaxoSmithKline and was FDA approved on October 19, 2009.
",Approved,437.518,"Treatment of advanced renal cell cancer and advanced soft tissue sarcoma (in patients previously treated with chemotherapy) 
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","KIDNEY, SOFT_TISSUE"
169,PD0325901,,DB07101,"PD-0325901 has been used in trials studying the treatment and basic science of Melanoma, Solid Tumour, Solid Tumors, Advanced Cancer, and Breast Neoplasms, among others.
",Investigational,482.193,Not Available,"SKIN, BREAST"
170,PD173074,,,,,,,
171,Pelitinib,,DB05524,"Pelitinib (EKB-569) is a potent, low molecular weight, selective, and irreversible inhibitor of epidermal growth factor receptor (EGFR) that is being developed as an anticancer agent.
",Investigational,467.93,"Investigated for use/treatment in colorectal cancer and lung cancer.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",LUNG
172,Pevonedistat,,DB11759,"Pevonedistat has been used in trials studying the treatment of Lymphoma, Solid Tumors, Multiple Myeloma, Hodgkin Lymphoma, and Metastatic Melanoma, among others.
",Investigational,443.519,Not Available,"SKIN, BONE"
173,PF-4708671,,,,,,,
174,PF-562271,,,,,,,
175,PFI-1,,,,,,,
176,PFI-3,,,,,,,
177,PHA-665752,,,,,,,
178,PHA-793887,,DB12686,"PHA-793887 has been used in trials studying the treatment of Advanced/Metastatic Solid Tumors.
",Investigational,361.4817,Not Available,
179,Phenformin,,DB00914,"A biguanide hypoglycemic agent with actions and uses similar to those of metformin. Although it is generally considered to be associated with an unacceptably high incidence of lactic acidosis, often fatal, it is still available in some countries. (From Martindale, The Extra Pharmacopoeia, 30th ed, p290)
","Approved, Investigational, Withdrawn",205.2596,"For the reatment of type II diabetes mellitus.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",
180,PI-103,,,,,,,
181,PIK-93,,,,,,,
182,Piperlongumine,,,,,,,
183,Ponatinib,Ponatinib is a kinase inhibitor used to treat patients with various types of chronic myeloid leukemia (CML).,DB08901,"Ponatinib is a novel Bcr-Abl tyrosine kinase inhibitor that is especially effective against the T315I mutation for the treatment of chronic myeloid leukemia. FDA approved on December 14, 2012.
","Approved, Investigational",532.5595,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BONE
184,Pyrimethamine,Pyrimethamine is an antiparasitic drug used in the prevention and treatment of toxoplasmosis and malaria.,DB00205,"One of the folic acid antagonists that is used as an antimalarial or with a sulfonamide to treat toxoplasmosis.
","Approved, Investigational, Vet approved",248.711,"For the treatment of toxoplasmosis and acute malaria; For the prevention of malaria in areas non-resistant to pyrimethamine
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",
185,QL-VIII-58,,,,,,,
186,QL-X-138,,,,,,,
187,QL-XI-92,,,,,,,
188,QL-XII-47,,,,,,,
189,QL-XII-61,,,,,,,
190,QS11,,,,,,,
191,Quizartinib,,DB12874,"Quizartinib is under investigation in Childhood Acute Myeloid Leukemia/Other Myeloid Malignancies. It is a potent inhibitor of FLT3.
",Investigational,560.67,Not Available,BONE
192,Rapamycin,"Sirolimus is an mTOR inhibitor immunosuppressant used to prevent organ transplant rejections, treat lymphangioleiomyomatosis, and treat adults with perivascular epithelioid cell tumors.",DB00877,"Sirolimus, also known as rapamycin, is a macrocyclic lactone antibiotic produced by bacteria Streptomyces hygroscopicus, which was isolated from the soil of the Vai Atari region of Rapa Nui (Easter Island).5 It was first isolated and identified as an antifungal agent with potent anticandida activity; however, after its potent antitumor and immunosuppressive activities were later discovered, it was extensively investigated as an immunosuppressive and antitumour agent.3 Its primary mechanism of action is the inhibition of the mammalian target of rapamycin (mTOR), which is a serine/threonine-specific protein kinase that regulates cell growth, proliferation, and survival. mTOR is an important therapeutic target for various diseases, as it was shown to regulate longevity and maintain normal glucose homeostasis.6 Targeting mTOR received more attention especially in cancer, as mTOR signalling pathways are constitutively activated in many types of human cancer.1
Sirolimus was first approved by the FDA in 1999 for the prophylaxis of organ rejection in patients aged 13 years and older receiving renal transplants.4 In November 2000, the drug was recognized by the European Agency as an alternative to calcineurin antagonists for maintenance therapy with corticosteroids.5 In May 2015, the FDA approved sirolimus for the treatment of patients with lymphangioleiomyomatosis.10 In November 2021, albumin-bound sirolimus for intravenous injection was approved by the FDA for the treatment of adults with locally advanced unresectable or metastatic malignant perivascular epithelioid cell tumour (PEComa).9 Sirolimus was also investigated in other cancers such as skin cancer, Kaposi’s Sarcoma, cutaneous T-cell lymphomas, and tuberous sclerosis.4 The topical formulation of sirolimus, marketed as HYFTOR, was approved by the FDA in April 2022: this marks the first topical treatment approved in the US for facial angiofibroma associated with tuberous sclerosis complex.15
","Approved, Investigational",914.187,"Sirolimus is indicated for the prophylaxis of organ rejection in patients aged 13 years or older receiving renal transplants. In patients at low-to moderate-immunologic risk, it is recommended that sirolimus be used initially in a regimen with cyclosporine and corticosteroids; cyclosporine should be withdrawn two to four months after transplantation. In patients at high-immunologic risk (defined as Black recipients and/or repeat renal transplant recipients who lost a previous allograft for immunologic reason and/or patients with high panel-reactive antibodies [PRA; peak PRA level > 80%]), it is recommended that sirolimus be used in combination with cyclosporine and corticosteroids for the first year following transplantation.8
It is also used to treat lymphangioleiomyomatosis.8 
In the US, albumin-bound sirolimus for intravenous injection is indicated for the treatment of adult patients with locally advanced unresectable or metastatic malignant perivascular epithelioid cell tumour (PEComa).9
In Europe, it is recommended that sirolimus for the prophylaxis of organ rejection in renal transplants is used in combination with cyclosporin microemulsion and corticosteroids for two to three months. Sirolimus may be continued as maintenance therapy with corticosteroids only if cyclosporin microemulsion can be progressively discontinued.13
Topical sirolimus is indicated for the treatment of facial angiofibroma associated with tuberous sclerosis in adults and pediatric patients six years of age and older.14
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","SKIN, KIDNEY"
193,RO-3306,,,,,,,
194,rTRAIL,,,,,,,
195,Rucaparib,"Rucaparib is an anti-cancer agent used to treat recurrent ovarian, fallopian tube, or peritoneal cancer.",DB12332,"Rucaparib is a potent mammalian poly(ADP-ribose) polymerase (PARP) 1, 2 and 3 inhibitor with anticancer properties. PPAR is an enzyme that plays an essential role in DNA repair by activating response pathways and facilitating repair 2, and defects in these repair mechanisms have been demonstrated in various malignancies, including cancer. Regulation of repair pathways is critical in promoting necessary cell death. BRCA genes are tumor suppressor genes mediate several cellular process including DNA replication, transcription regulation, cell cycle checkpoints, apoptosis, chromatin structuring and homologous recombination (HR). Homologous recombination deficiency (HRD), along with PPAR inhibition, is a vulnerability that enhances the cell death pathway when the single mutations alone would permit viability. Ovarian cancer commonly possesses defects in DNA repair pathways such as HRD due to BRCA mutations or otherwise. 
There are three main types of ovarian cancer: epithelial (90%), germ cell (5%) and sex cord stromal cell (5%). Epithelial ovarian, being the most common, fifth leading cause of cancer-related deaths in women in the United States. Advanced ovarian cancer particularly poses challenges due to reduced therapeutic response rates from standard platinum-based chemotherapy and overall survival rates. Rucaparib has shown to induce cytotoxicity in tumor cell lines with deficiencies in BRCA1/2 and other DNA repair genes Label. Of all the BRCA1/2 mutations in ovarian cancer, most are due to germline mutations (18%), and approximately 7% represent somatic mutations acquired within the tumor 4.
The indication of rucaparib as an oral monotherapy in patients with deleterious BRCA mutation (germline and/or somatic) associated advanced ovarian cancer was granted accelerated approval in 2016 for selected patients who have previously received greater than two lines of platinum-based therapy. It is currently marketed in the US under the brand name Rubraca that contains rucaparib camsylate as the active ingredient. The identification of patients who are eligible for rucaparib therapy is performed via in vitro diagnostic tests to detect the presence of a deleterious BRCA mutation (germline and/or somatic). The FDA-approved test qualitatively detects sequence alterations in BRCA1 and BRCA2 (BRCA1/2) genes. More information can be found on the FDA Website 8.
While rucaparib is indicated for deleterious BRCA mutation (germline and/or somatic)-associated advanced ovarian cancer, there is evidence that its antitumor activity is also clinically effective against ovarian tumors with high homologous recombination deficiency (HRD) loss of heterozygosity (LOH) 4.
","Approved, Investigational",323.371,"Rucaparib is indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in complete or partial response to platinum-based chemotherapy. Rucaparib is also indicated for the treatment of adult patients with a deleterious BRCA mutation (germline or somatic)-associated epithelial ovarian, fallopian tube, or primary peritoneal cancer who have been treated with two or more chemotherapies.9
Rucaparib is indicated under accelerated approval for the treatment of adult patients with a deleterious BRCA mutation (germline or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) treated with androgen receptor-directed therapy and taxane-based chemotherapy. Continued approval for this indication may be contingent on verification in confirmatory trials.9
BRCA-positive patients should be selected based on an FDA-approved companion diagnostic for rucaparib.9
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","OVARY, PROSTATE"
196,Ruxolitinib,"Ruxolitinib is a kinase inhibitor used to treat various types of myelofibrosis, polycythemia vera in patients who have not responded to or cannot tolerate hydroxyurea, and to treat graft-versus-host disease in cases that are refractory to steroid treatment.",DB08877,"Ruxolitinib, formerly known as INCB018424 or INC424, is an anticancer drug and a Janus kinase (JAK) inhibitor. It is a potent and selective inhibitor of JAK1 and JAK2,3 which are tyrosine kinases involved in cytokine signalling and hematopoiesis.2 Myeloproliferative neoplasms, such as myelofibrosis and polycythemia vera, are often characterized by aberrant activation of the JAK-STAT pathway, leading to abnormal blood cell counts and thrombotic complications. By inhibiting JAK1 and JAK2, ruxolitinib works to block the dysregulated cell signalling pathways and prevents abnormal blood cell proliferation.5 Due to a large number of patients with myeloproliferative neoplasms who have JAK2 mutations, ruxolitinib was the first ATP-competitive inhibitor of JAK1 and JAK2 ever developed.15
Ruxolitinib was first approved for the treatment of adult patients with myelofibrosis by the FDA in 2011, followed by EMA's approval in 2012.5 In 2014, it was approved for the treatment of polycythemia vera in adults who have an inadequate response to or are intolerant of hydroxyurea and in 2019, ruxolitinib was approved for use in steroid-refractory acute graft-versus-host disease in adults and children.19 In 2021, ruxolitinib was approved for treatment of mild to moderate atopic dermatitis in patients 12 years and older whose disease was not adequately controlled by topical prescription therapies or when those therapies were not advisable.23 Available as oral tablets, ruxolitinib is commonly marketed under the trade name Jakafi. Ruxolitinib has been investigated to treat patients with coronavirus disease 2019 (COVID-19) accompanied by severe systemic hyperinflammation. In phase II clinical trials, ruxolitinib improved chest computed tomography and improved recovery in patients with lymphopenia.6,7 However, phase III clinical trials later determined that ruxolitinib was inadequate in meeting its primary endpoint of reducing the number of hospitalized COVID-19 patients who experienced severe complications.20 Ruxolitinib was not approved as a treatment for COVID-19. The topical formulation of ruxolitinib was investigated to treat vitiligo,8 atopic dermatitis,9 and psoriasis,12 where it showed promising preliminary results in improving the symptoms of inflammatory skin conditions.
",Approved,306.365,"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.16 It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.22
Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.16
Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older. It is also indicated in chronic GVHD in patients aged 12 years and older who have failed one or two lines of systemic therapy.16
Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.23
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",SKIN
197,S-Trityl-L-cysteine,,,,,,,
198,Salubrinal,,,,,,,
199,Saracatinib,,DB11805,"Saracatinib has been investigated for the treatment of Cancer, Osteosarcoma, Ovarian Cancer, Fallopian Tube Cancer, and Primary Peritoneal Cancer.
",Investigational,542.026,Not Available,OVARY
200,SB216763,,,,,,,
201,SB505124,,,,,,,
202,SB52334,,,,,,,
203,SB590885,,,,,,,
204,Seliciclib,,DB06195,"R-roscovitine (Seliciclib or CYC202) is a cyclin-dependent kinase (CDK) inhibitor that preferentially inhibits multiple enzyme targets including CDK2, CDK7 and CDK9, which alter the growth phase of treated cells. Developed by Cyclacel, seliciclib is being researched for the treatment of non-small cell lung cancer (NSCLC), leukemia, HIV infection, herpes simplex infection, and the mechanisms of chronic inflammation disorders.
",Investigational,354.4493,"Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified).
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, BREAST, BONE"
205,Selisistat,,DB13978,"Selective inhibitor of SIRT1 that does not inhibit histone deacetylase (HDAC) or other sirtuin deacetylase family members (IC50 values are 98, 19600, 48700, > 100000 and > 100000 nM for SIRT1, SIRT2, SIRT3, HDAC and NADase respectively). Enhances p53 acetylation in response to DNA damaging agents.
",Experimental,248.71,Not Available,
206,Sepantronium bromide,,,,,,,
207,Serdemetan,,DB12027,"Serdemetan has been used in trials studying the treatment of Neoplasms.
",Investigational,328.419,Not Available,
208,SGC0946,,,,,,,
209,Shikonin,,,,,,,
210,SL0101,,,,,,,
211,SN-38,,DB05482,"7-ethyl-10-hydroxycamptothecin (SN 38) is a liposomal formulation of the active metabolite of Irinotecan Irinotecan, a chemotherapeutic pro-drug approved for the treatment of advanced colorectal cancer. SN 38 has been used in trials studying the treatment of Cancer, Advanced Solid Tumors, Small Cell Lung Cancer, Metastatic Colorectal Cancer, and Triple Negative Breast Cancer, among others.
",Investigational,392.4046,"Investigated for use/treatment in colorectal cancer.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, BREAST"
212,SNX-2112,,,,,,,
213,Sorafenib,Sorafenib is a kinase inhibitor used in the treatment of unresectable liver carcinoma and advanced renal carcinoma.,DB00398,"Sorafenib (rINN), marketed as Nexavar by Bayer, is a drug approved for the treatment of advanced renal cell carcinoma (primary kidney cancer). It has also received ""Fast Track"" designation by the FDA for the treatment of advanced hepatocellular carcinoma (primary liver cancer), and has since performed well in Phase III trials.
Sorafenib is a small molecular inhibitor of Raf kinase, PDGF (platelet-derived growth factor), VEGF receptor 2 & 3 kinases and c Kit the receptor for Stem cell factor. A growing number of drugs target most of these pathways. The originality of Sorafenib lays in its simultaneous targeting of the Raf/Mek/Erk pathway.
","Approved, Investigational",464.825,"Sorafenib is indicated for the treatment of unresectable hepatocellular carcinoma and advanced renal cell carcinoma. 
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LIVER, KIDNEY"
214,STF-62247,,,,,,,
215,Sunitinib,Sunitinib is a receptor tyrosine kinase inhibitor and chemotherapeutic agent used for the treatment of renal cell carcinoma (RCC) and imatinib-resistant gastrointestinal stromal tumor (GIST).,DB01268,"Sunitinib is a small-molecule multi-targeted receptor tyrosine kinase (RTK) inhibitor. On January 26, 2006, the agent was formally approved by the US FDA for the indications of treating renal cell carcinoma (RCC) and imatinib-resistant gastrointestinal stromal tumor (GIST). For these purposes, sunitinib is generally available as an orally administered formulation. Sunitinib inhibits cellular signaling by targeting multiple RTKs. These include all platelet-derived growth factor receptors (PDGF-R) and vascular endothelial growth factor receptors (VEGF-R). Sunitinib also inhibits KIT (CD117), the RTK that drives the majority of GISTs. In addition, sunitinib inhibits other RTKs including RET, CSF-1R, and flt3.
","Approved, Investigational",398.4738,"Sunitinib is indicated for the following conditions:3

Treatment of adult patients with gastrointestinal stromal tumor (GIST) following disease progression on (or intolerance to) imatinib mesylate
Treatment of adult patients with advanced renal cell carcinoma (RCC)
Adjuvant treatment of adult patients at high risk of recurrent RCC following nephrectomy
Treatment of progressive, well-differentiated pancreatic neuroendocrine tumors (pNET) in adult patients with unresectable locally advanced or metastatic disease

Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","PANCREAS, STOMACH, KIDNEY"
216,T0901317,,,,,,,
217,TAK-715,,DB16108,"TAK-715 is under investigation in clinical trial NCT00760864 (Safety and Efficacy of TAK-715 in Subjects With Rheumatoid Arthritis).
",Investigational,399.51,Not Available,
218,Talazoparib,"Talazoparib is a poly-ADP ribose polymerase inhibitor used to treat HER2-, BRCA mutated locally advanced or metastatic breast cancer.",DB11760,"Talazoparib was approved by the FDA for use in germline BRCA mutated, HER2 negative, locally advanced or metastatic breast cancer on October 16, 2018 under the trade name Talzenna 3. Talzenna was granted approval based on the results of the EMBRACA trial in which talazoparib resulted in a mean 8.6 months progression-free survival time versus physician's choice chemotherapy which resulted in 5.6 months progression-free survival.
","Approved, Investigational",380.359,"Talazoparib is indicated for the treatment of deleterious or suspected deleterious germline BRCA mutated, HER2 negative locally advanced or metastatic breast cancer in adults Label.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BREAST
219,Tamoxifen,"Tamoxifen is a selective estrogen receptor modulator used to treat estrogen receptor positive breast cancer, reduce the risk of invasive breast cancer following surgery, or reduce the risk of breast cancer in high risk women.",DB00675,"Tamoxifen is a non-steroidal antiestrogen used to treat estrogen receptor positive breast cancers as well as prevent the incidence of breast cancer in high risk populations.1,15,16 Tamoxifen is used alone or as an adjuvant in these treatments.15,16 Tamoxifen may no longer be the preferred treatment for these types of cancers as patients generally have better survival, side effect profiles, and compliance with anastrozole.2
Tamoxifen was granted FDA approval on 30 December 1977.15
",Approved,371.5146,"Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.16
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BREAST
